nbts,z_h,Te
6106,5194000000,1451200
6107,5194800000,1451200
6108,5195700000,1451300
6109,5196500000,1451400
6110,5197400000,1451500
6111,5198200000,1451500
6112,5199100000,1451600
6113,5199900000,1451700
6114,5200800000,1451700
6115,5201600000,1451800
6116,5202500000,1451900
6117,5203300000,1452000
6118,5204200000,1452000
6119,5205100000,1452100
6120,5205900000,1452200
6121,5206800000,1452200
6122,5207600000,1452300
6123,5208500000,1452400
6124,5209300000,1452500
6125,5210200000,1452500
6126,5211000000,1452600
6127,5211900000,1452700
6128,5212700000,1452700
6129,5213600000,1452800
6130,5214400000,1452900
6131,5215300000,1453000
6132,5216100000,1453000
6133,5217000000,1453100
6134,5217800000,1453200
6135,5218700000,1453200
6136,5219500000,1453300
6137,5220400000,1453400
6138,5221200000,1453500
6139,5222100000,1453500
6140,5223000000,1453600
6141,5223800000,1453700
6142,5224700000,1453700
6143,5225500000,1453800
6144,5226400000,1453900
6145,5227200000,1454000
6146,5228100000,1454000
6147,5228900000,1454100
6148,5229800000,1454200
6149,5230600000,1454200
6150,5231500000,1454300
6151,5232300000,1454400
6152,5233200000,1454400
6153,5234000000,1454500
6154,5234900000,1454600
6155,5235700000,1454700
6156,5236600000,1454700
6157,5237400000,1454800
6158,5238300000,1454900
6159,5239200000,1454900
6160,5240000000,1455000
6161,5240900000,1455100
6162,5241700000,1455200
6163,5242600000,1455200
6164,5243400000,1455300
6165,5244300000,1455400
6166,5245100000,1455400
6167,5246000000,1455500
6168,5246800000,1455600
6169,5247700000,1455700
6170,5248500000,1455700
6171,5249400000,1455800
6172,5250200000,1455900
6173,5251100000,1455900
6174,5251900000,1456000
6175,5252800000,1456100
6176,5253600000,1456200
6177,5254500000,1456200
6178,5255300000,1456300
6179,5256200000,1456400
6180,5257100000,1456400
6181,5257900000,1456500
6182,5258800000,1456600
6183,5259600000,1456700
6184,5260500000,1456700
6185,5261300000,1456800
6186,5262200000,1456900
6187,5263000000,1456900
6188,5263900000,1457000
6189,5264700000,1457100
6190,5265600000,1457200
6191,5266400000,1457200
6192,5267300000,1457300
6193,5268100000,1457400
6194,5269000000,1457400
6195,5269800000,1457500
6196,5270700000,1457600
6197,5271500000,1457700
6198,5272400000,1457700
6199,5273200000,1457800
6200,5274100000,1457900
6201,5275000000,1457900
6202,5275800000,1458000
6203,5276700000,1458100
6204,5277500000,1458200
6205,5278400000,1458200
6206,5279200000,1458300
6207,5280100000,1458400
6208,5280900000,1458400
6209,5281800000,1458500
6210,5282600000,1458600
6211,5283500000,1458600
6212,5284300000,1458700
6213,5285200000,1458800
6214,5286000000,1458900
6215,5286900000,1458900
6216,5287700000,1459000
6217,5288600000,1459100
6218,5289400000,1459100
6219,5290300000,1459200
6220,5291100000,1459300
6221,5292000000,1459400
6222,5292900000,1459400
6223,5293700000,1459500
6224,5294600000,1459600
6225,5295400000,1459600
6226,5296300000,1459700
6227,5297100000,1459800
6228,5298000000,1459900
6229,5298800000,1459900
6230,5299700000,1460000
6231,5300500000,1460100
6232,5301400000,1460100
6233,5302200000,1460200
6234,5303100000,1460300
6235,5303900000,1460400
6236,5304800000,1460400
6237,5305600000,1460500
6238,5306500000,1460600
6239,5307300000,1460600
6240,5308200000,1460700
6241,5309000000,1460800
6242,5309900000,1460900
6243,5310800000,1460900
6244,5311600000,1461000
6245,5312500000,1461100
6246,5313300000,1461100
6247,5314200000,1461200
6248,5315000000,1461300
6249,5315900000,1461400
6250,5316700000,1461400
6251,5317600000,1461500
6252,5318400000,1461600
6253,5319300000,1461600
6254,5320100000,1461700
6255,5321000000,1461800
6256,5321800000,1461900
6257,5322700000,1461900
6258,5323500000,1462000
6259,5324400000,1462100
6260,5325200000,1462100
6261,5326100000,1462200
6262,5326900000,1462300
6263,5327800000,1462400
6264,5328700000,1462400
6265,5329500000,1462500
6266,5330400000,1462600
6267,5331200000,1462600
6268,5332100000,1462700
6269,5332900000,1462800
6270,5333800000,1462800
6271,5334600000,1462900
6272,5335500000,1463000
6273,5336300000,1463100
6274,5337200000,1463100
6275,5338000000,1463200
6276,5338900000,1463300
6277,5339700000,1463300
6278,5340600000,1463400
6279,5341400000,1463500
6280,5342300000,1463600
6281,5343100000,1463600
6282,5344000000,1463700
6283,5344800000,1463800
6284,5345700000,1463800
6285,5346600000,1463900
6286,5347400000,1464000
6287,5348300000,1464100
6288,5349100000,1464100
6289,5350000000,1464200
6290,5350800000,1464300
6291,5351700000,1464300
6292,5352500000,1464400
6293,5353400000,1464500
6294,5354200000,1464600
6295,5355100000,1464600
6296,5355900000,1464700
6297,5356800000,1464800
6298,5357600000,1464800
6299,5358500000,1464900
6300,5359300000,1465000
6301,5360200000,1465100
6302,5361000000,1465100
6303,5361900000,1465200
6304,5362800000,1465300
6305,5363600000,1465300
6306,5364500000,1465400
6307,5365300000,1465500
6308,5366200000,1465600
6309,5367000000,1465600
6310,5367900000,1465700
6311,5368700000,1465800
6312,5369600000,1465800
6313,5370400000,1465900
6314,5371300000,1466000
6315,5372100000,1466100
6316,5373000000,1466100
6317,5373800000,1466200
6318,5374700000,1466300
6319,5375500000,1466300
6320,5376400000,1466400
6321,5377200000,1466500
6322,5378100000,1466600
6323,5378900000,1466600
6324,5379800000,1466700
6325,5380700000,1466800
6326,5381500000,1466800
6327,5382400000,1466900
6328,5383200000,1467000
6329,5384100000,1467000
6330,5384900000,1467100
6331,5385800000,1467200
6332,5386600000,1467300
6333,5387500000,1467300
6334,5388300000,1467400
6335,5389200000,1467500
6336,5390000000,1467500
6337,5390900000,1467600
6338,5391700000,1467700
6339,5392600000,1467800
6340,5393400000,1467800
6341,5394300000,1467900
6342,5395100000,1468000
6343,5396000000,1468000
6344,5396800000,1468100
6345,5397700000,1468200
6346,5398600000,1468300
6347,5399400000,1468300
6348,5400300000,1468400
6349,5401100000,1468500
6350,5402000000,1468500
6351,5402800000,1468600
6352,5403700000,1468700
6353,5404500000,1468800
6354,5405400000,1468800
6355,5406200000,1468900
6356,5407100000,1469000
6357,5407900000,1469000
6358,5408800000,1469100
6359,5409600000,1469200
6360,5410500000,1469300
6361,5411300000,1469300
6362,5412200000,1469400
6363,5413000000,1469500
6364,5413900000,1469500
6365,5414700000,1469600
6366,5415600000,1469700
6367,5416500000,1469800
6368,5417300000,1469800
6369,5418200000,1469900
6370,5419000000,1470000
6371,5419900000,1470000
6372,5420700000,1470100
6373,5421600000,1470200
6374,5422400000,1470300
6375,5423300000,1470300
6376,5424100000,1470400
6377,5425000000,1470500
6378,5425800000,1470500
6379,5426700000,1470600
6380,5427500000,1470700
6381,5428400000,1470800
6382,5429200000,1470800
6383,5430100000,1470900
6384,5430900000,1471000
6385,5431800000,1471000
6386,5432600000,1471100
6387,5433500000,1471200
6388,5434400000,1471200
6389,5435200000,1471300
6390,5436100000,1471400
6391,5436900000,1471500
6392,5437800000,1471500
6393,5438600000,1471600
6394,5439500000,1471700
6395,5440300000,1471700
6396,5441200000,1471800
6397,5442000000,1471900
6398,5442900000,1472000
6399,5443700000,1472000
6400,5444600000,1472100
6401,5445400000,1472200
6402,5446300000,1472200
6403,5447100000,1472300
6404,5448000000,1472400
6405,5448800000,1472500
6406,5449700000,1472500
6407,5450500000,1472600
6408,5451400000,1472700
6409,5452300000,1472700
6410,5453100000,1472800
6411,5454000000,1472900
6412,5454800000,1473000
6413,5455700000,1473000
6414,5456500000,1473100
6415,5457400000,1473200
6416,5458200000,1473200
6417,5459100000,1473300
6418,5459900000,1473400
6419,5460800000,1473500
6420,5461600000,1473500
6421,5462500000,1473600
6422,5463300000,1473700
6423,5464200000,1473700
6424,5465000000,1473800
6425,5465900000,1473900
6426,5466700000,1474000
6427,5467600000,1474000
6428,5468400000,1474100
6429,5469300000,1474200
6430,5470200000,1474200
6431,5471000000,1474300
6432,5471900000,1474400
6433,5472700000,1474500
6434,5473600000,1474500
6435,5474400000,1474600
6436,5475300000,1474700
6437,5476100000,1474700
6438,5477000000,1474800
6439,5477800000,1474900
6440,5478700000,1475000
6441,5479500000,1475000
6442,5480400000,1475100
6443,5481200000,1475200
6444,5482100000,1475200
6445,5482900000,1475300
6446,5483800000,1475400
6447,5484600000,1475400
6448,5485500000,1475500
6449,5486300000,1475600
6450,5487200000,1475700
6451,5488100000,1475700
6452,5488900000,1475800
6453,5489800000,1475900
6454,5490600000,1475900
6455,5491500000,1476000
6456,5492300000,1476100
6457,5493200000,1476200
6458,5494000000,1476200
6459,5494900000,1476300
6460,5495700000,1476400
6461,5496600000,1476400
6462,5497400000,1476500
6463,5498300000,1476600
6464,5499100000,1476700
6465,5500000000,1476700
6466,5500800000,1476800
6467,5501700000,1476900
6468,5502500000,1476900
6469,5503400000,1477000
6470,5504300000,1477100
6471,5505100000,1477200
6472,5506000000,1477200
6473,5506800000,1477300
6474,5507700000,1477400
6475,5508500000,1477400
6476,5509400000,1477500
6477,5510200000,1477600
6478,5511100000,1477700
6479,5511900000,1477700
6480,5512800000,1477800
6481,5513600000,1477900
6482,5514500000,1477900
6483,5515300000,1478000
6484,5516200000,1478100
6485,5517000000,1478200
6486,5517900000,1478200
6487,5518700000,1478300
6488,5519600000,1478400
6489,5520400000,1478400
6490,5521300000,1478500
6491,5522200000,1478600
6492,5523000000,1478700
6493,5523900000,1478700
6494,5524700000,1478800
6495,5525600000,1478900
6496,5526400000,1478900
6497,5527300000,1479000
6498,5528100000,1479100
6499,5529000000,1479200
6500,5529800000,1479200
6501,5530700000,1479300
6502,5531500000,1479400
6503,5532400000,1479400
6504,5533200000,1479500
6505,5534100000,1479600
6506,5534900000,1479600
6507,5535800000,1479700
6508,5536600000,1479800
6509,5537500000,1479900
6510,5538300000,1479900
6511,5539200000,1480000
6512,5540100000,1480100
6513,5540900000,1480100
6514,5541800000,1480200
6515,5542600000,1480300
6516,5543500000,1480400
6517,5544300000,1480400
6518,5545200000,1480500
6519,5546000000,1480600
6520,5546900000,1480600
6521,5547700000,1480700
6522,5548600000,1480800
6523,5549400000,1480900
6524,5550300000,1480900
6525,5551100000,1481000
6526,5552000000,1481100
6527,5552800000,1481100
6528,5553700000,1481200
6529,5554500000,1481300
6530,5555400000,1481400
6531,5556200000,1481400
6532,5557100000,1481500
6533,5558000000,1481600
6534,5558800000,1481600
6535,5559700000,1481700
6536,5560500000,1481800
6537,5561400000,1481900
6538,5562200000,1481900
6539,5563100000,1482000
6540,5563900000,1482100
6541,5564800000,1482100
6542,5565600000,1482200
6543,5566500000,1482300
6544,5567300000,1482400
6545,5568200000,1482400
6546,5569000000,1482500
6547,5569900000,1482600
6548,5570700000,1482600
6549,5571600000,1482700
6550,5572400000,1482800
6551,5573300000,1482900
6552,5574100000,1482900
6553,5575000000,1483000
6554,5575900000,1483100
6555,5576700000,1483100
6556,5577600000,1483200
6557,5578400000,1483300
6558,5579300000,1483400
6559,5580100000,1483400
6560,5581000000,1483500
6561,5581800000,1483600
6562,5582700000,1483600
6563,5583500000,1483700
6564,5584400000,1483800
6565,5585200000,1483800
6566,5586100000,1483900
6567,5586900000,1484000
6568,5587800000,1484100
6569,5588600000,1484100
6570,5589500000,1484200
6571,5590300000,1484300
6572,5591200000,1484300
6573,5592000000,1484400
6574,5592900000,1484500
6575,5593800000,1484600
6576,5594600000,1484600
6577,5595500000,1484700
6578,5596300000,1484800
6579,5597200000,1484800
6580,5598000000,1484900
6581,5598900000,1485000
6582,5599700000,1485100
6583,5600600000,1485100
6584,5601400000,1485200
6585,5602300000,1485300
6586,5603100000,1485300
6587,5604000000,1485400
6588,5604800000,1485500
6589,5605700000,1485600
6590,5606500000,1485600
6591,5607400000,1485700
6592,5608200000,1485800
6593,5609100000,1485800
6594,5609900000,1485900
6595,5610800000,1486000
6596,5611700000,1486100
6597,5612500000,1486100
6598,5613400000,1486200
6599,5614200000,1486300
6600,5615100000,1486300
6601,5615900000,1486400
6602,5616800000,1486500
6603,5617600000,1486600
6604,5618500000,1486600
6605,5619300000,1486700
6606,5620200000,1486800
6607,5621000000,1486800
6608,5621900000,1486900
6609,5622700000,1487000
6610,5623600000,1487100
6611,5624400000,1487100
6612,5625300000,1487200
6613,5626100000,1487300
6614,5627000000,1487300
6615,5627900000,1487400
6616,5628700000,1487500
6617,5629600000,1487600
6618,5630400000,1487600
6619,5631300000,1487700
6620,5632100000,1487800
6621,5633000000,1487800
6622,5633800000,1487900
6623,5634700000,1488000
6624,5635500000,1488000
6625,5636400000,1488100
6626,5637200000,1488200
6627,5638100000,1488300
6628,5638900000,1488300
6629,5639800000,1488400
6630,5640600000,1488500
6631,5641500000,1488500
6632,5642300000,1488600
6633,5643200000,1488700
6634,5644000000,1488800
6635,5644900000,1488800
6636,5645800000,1488900
6637,5646600000,1489000
6638,5647500000,1489000
6639,5648300000,1489100
6640,5649200000,1489200
6641,5650000000,1489300
6642,5650900000,1489300
6643,5651700000,1489400
6644,5652600000,1489500
6645,5653400000,1489500
6646,5654300000,1489600
6647,5655100000,1489700
6648,5656000000,1489800
6649,5656800000,1489800
6650,5657700000,1489900
6651,5658500000,1490000
6652,5659400000,1490000
6653,5660200000,1490100
6654,5661100000,1490200
6655,5661900000,1490300
6656,5662800000,1490300
6657,5663700000,1490400
6658,5664500000,1490500
6659,5665400000,1490500
6660,5666200000,1490600
6661,5667100000,1490700
6662,5667900000,1490800
6663,5668800000,1490800
6664,5669600000,1490900
6665,5670500000,1491000
6666,5671300000,1491000
6667,5672200000,1491100
6668,5673000000,1491200
6669,5673900000,1491300
6670,5674700000,1491300
6671,5675600000,1491400
6672,5676400000,1491500
6673,5677300000,1491500
6674,5678100000,1491600
6675,5679000000,1491700
6676,5679800000,1491800
6677,5680700000,1491800
6678,5681600000,1491900
6679,5682400000,1492000
6680,5683300000,1492000
6681,5684100000,1492100
6682,5685000000,1492200
6683,5685800000,1492200
6684,5686700000,1492300
6685,5687500000,1492400
6686,5688400000,1492500
6687,5689200000,1492500
6688,5690100000,1492600
6689,5690900000,1492700
6690,5691800000,1492700
6691,5692600000,1492800
6692,5693500000,1492900
6693,5694300000,1493000
6694,5695200000,1493000
6695,5696000000,1493100
6696,5696900000,1493200
6697,5697700000,1493200
6698,5698600000,1493300
6699,5699500000,1493400
6700,5700300000,1493500
6701,5701200000,1493500
6702,5702000000,1493600
6703,5702900000,1493700
6704,5703700000,1493700
6705,5704600000,1493800
6706,5705400000,1493900
6707,5706300000,1494000
6708,5707100000,1494000
6709,5708000000,1494100
6710,5708800000,1494200
6711,5709700000,1494200
6712,5710500000,1494300
6713,5711400000,1494400
6714,5712200000,1494500
6715,5713100000,1494500
6716,5713900000,1494600
6717,5714800000,1494700
6718,5715600000,1494700
6719,5716500000,1494800
6720,5717400000,1494900
6721,5718200000,1495000
6722,5719100000,1495000
6723,5719900000,1495100
6724,5720800000,1495200
6725,5721600000,1495200
6726,5722500000,1495300
6727,5723300000,1495400
6728,5724200000,1495500
6729,5725000000,1495500
6730,5725900000,1495600
6731,5726700000,1495700
6732,5727600000,1495700
6733,5728400000,1495800
6734,5729300000,1495900
6735,5730100000,1496000
6736,5731000000,1496000
6737,5731800000,1496100
6738,5732700000,1496200
6739,5733500000,1496200
6740,5734400000,1496300
6741,5735300000,1496400
6742,5736100000,1496400
6743,5737000000,1496500
6744,5737800000,1496600
6745,5738700000,1496700
6746,5739500000,1496700
6747,5740400000,1496800
6748,5741200000,1496900
6749,5742100000,1496900
6750,5742900000,1497000
6751,5743800000,1497100
6752,5744600000,1497200
6753,5745500000,1497200
6754,5746300000,1497300
6755,5747200000,1497400
6756,5748000000,1497400
6757,5748900000,1497500
6758,5749700000,1497600
6759,5750600000,1497700
6760,5751400000,1497700
6761,5752300000,1497800
6762,5753200000,1497900
6763,5754000000,1497900
6764,5754900000,1498000
6765,5755700000,1498100
6766,5756600000,1498200
6767,5757400000,1498200
6768,5758300000,1498300
6769,5759100000,1498400
6770,5760000000,1498400
6771,5760800000,1498500
6772,5761700000,1498600
6773,5762500000,1498700
6774,5763400000,1498700
6775,5764200000,1498800
6776,5765100000,1498900
6777,5765900000,1498900
6778,5766800000,1499000
6779,5767600000,1499100
6780,5768500000,1499200
6781,5769400000,1499200
6782,5770200000,1499300
6783,5771100000,1499400
6784,5771900000,1499400
6785,5772800000,1499500
6786,5773600000,1499600
6787,5774500000,1499700
6788,5775300000,1499700
6789,5776200000,1499800
6790,5777000000,1499900
6791,5777900000,1499900
6792,5778700000,1500000
6793,5779600000,1500100
6794,5780400000,1500200
6795,5781300000,1500200
6796,5782100000,1500300
6797,5783000000,1500400
6798,5783800000,1500400
6799,5784700000,1500500
6800,5785500000,1500600
6801,5786400000,1500600
6802,5787300000,1500700
6803,5788100000,1500800
6804,5789000000,1500900
6805,5789800000,1500900
6806,5790700000,1501000
6807,5791500000,1501100
6808,5792400000,1501100
6809,5793200000,1501200
6810,5794100000,1501300
6811,5794900000,1501400
6812,5795800000,1501400
6813,5796600000,1501500
6814,5797500000,1501600
6815,5798300000,1501600
6816,5799200000,1501700
6817,5800000000,1501800
6818,5800900000,1501900
6819,5801700000,1501900
6820,5802600000,1502000
6821,5803400000,1502100
6822,5804300000,1502100
6823,5805200000,1502200
6824,5806000000,1502300
6825,5806900000,1502400
6826,5807700000,1502400
6827,5808600000,1502500
6828,5809400000,1502600
6829,5810300000,1502600
6830,5811100000,1502700
6831,5812000000,1502800
6832,5812800000,1502900
6833,5813700000,1502900
6834,5814500000,1503000
6835,5815400000,1503100
6836,5816200000,1503100
6837,5817100000,1503200
6838,5817900000,1503300
6839,5818800000,1503400
6840,5819600000,1503400
6841,5820500000,1503500
6842,5821300000,1503600
6843,5822200000,1503600
6844,5823100000,1503700
6845,5823900000,1503800
6846,5824800000,1503900
6847,5825600000,1503900
6848,5826500000,1504000
6849,5827300000,1504100
6850,5828200000,1504100
6851,5829000000,1504200
6852,5829900000,1504300
6853,5830700000,1504400
6854,5831600000,1504400
6855,5832400000,1504500
6856,5833300000,1504600
6857,5834100000,1504600
6858,5835000000,1504700
6859,5835800000,1504800
6860,5836700000,1504800
6861,5837500000,1504900
6862,5838400000,1505000
6863,5839200000,1505100
6864,5840100000,1505100
6865,5841000000,1505200
6866,5841800000,1505300
6867,5842700000,1505300
6868,5843500000,1505400
6869,5844400000,1505500
6870,5845200000,1505600
6871,5846100000,1505600
6872,5846900000,1505700
6873,5847800000,1505800
6874,5848600000,1505800
6875,5849500000,1505900
6876,5850300000,1506000
6877,5851200000,1506100
6878,5852000000,1506100
6879,5852900000,1506200
6880,5853700000,1506300
6881,5854600000,1506300
6882,5855400000,1506400
6883,5856300000,1506500
6884,5857100000,1506600
6885,5858000000,1506600
6886,5858900000,1506700
6887,5859700000,1506800
6888,5860600000,1506800
6889,5861400000,1506900
6890,5862300000,1507000
6891,5863100000,1507100
6892,5864000000,1507100
6893,5864800000,1507200
6894,5865700000,1507300
6895,5866500000,1507300
6896,5867400000,1507400
6897,5868200000,1507500
6898,5869100000,1507600
6899,5869900000,1507600
6900,5870800000,1507700
6901,5871600000,1507800
6902,5872500000,1507800
6903,5873300000,1507900
6904,5874200000,1508000
6905,5875000000,1508100
6906,5875900000,1508100
6907,5876800000,1508200
6908,5877600000,1508300
6909,5878500000,1508300
6910,5879300000,1508400
6911,5880200000,1508500
6912,5881000000,1508600
6913,5881900000,1508600
6914,5882700000,1508700
6915,5883600000,1508800
6916,5884400000,1508800
6917,5885300000,1508900
6918,5886100000,1509000
6919,5887000000,1509000
6920,5887800000,1509100
6921,5888700000,1509200
6922,5889500000,1509300
6923,5890400000,1509300
6924,5891200000,1509400
6925,5892100000,1509500
6926,5892900000,1509500
6927,5893800000,1509600
6928,5894700000,1509700
6929,5895500000,1509800
6930,5896400000,1509800
6931,5897200000,1509900
6932,5898100000,1510000
6933,5898900000,1510000
6934,5899800000,1510100
6935,5900600000,1510200
6936,5901500000,1510300
6937,5902300000,1510300
6938,5903200000,1510400
6939,5904000000,1510500
6940,5904900000,1510500
6941,5905700000,1510600
6942,5906600000,1510700
6943,5907400000,1510800
6944,5908300000,1510800
6945,5909100000,1510900
6946,5910000000,1511000
6947,5910900000,1511000
6948,5911700000,1511100
6949,5912600000,1511200
6950,5913400000,1511300
6951,5914300000,1511300
6952,5915100000,1511400
6953,5916000000,1511500
6954,5916800000,1511500
6955,5917700000,1511600
6956,5918500000,1511700
6957,5919400000,1511800
6958,5920200000,1511800
6959,5921100000,1511900
6960,5921900000,1512000
6961,5922800000,1512000
6962,5923600000,1512100
6963,5924500000,1512200
6964,5925300000,1512300
6965,5926200000,1512300
6966,5927000000,1512400
6967,5927900000,1512500
6968,5928800000,1512500
6969,5929600000,1512600
6970,5930500000,1512700
6971,5931300000,1512700
6972,5932200000,1512800
6973,5933000000,1512900
6974,5933900000,1513000
6975,5934700000,1513000
6976,5935600000,1513100
6977,5936400000,1513200
6978,5937300000,1513200
6979,5938100000,1513300
6980,5939000000,1513400
6981,5939800000,1513500
6982,5940700000,1513500
6983,5941500000,1513600
6984,5942400000,1513700
6985,5943200000,1513700
6986,5944100000,1513800
6987,5944900000,1513900
6988,5945800000,1514000
6989,5946700000,1514000
6990,5947500000,1514100
6991,5948400000,1514200
6992,5949200000,1514200
6993,5950100000,1514300
6994,5950900000,1514400
6995,5951800000,1514500
6996,5952600000,1514500
6997,5953500000,1514600
6998,5954300000,1514700
6999,5955200000,1514700
7000,5956000000,1514800
7001,5956900000,1514900
7002,5957700000,1515000
7003,5958600000,1515000
7004,5959400000,1515100
7005,5960300000,1515200
7006,5961100000,1515200
7007,5962000000,1515300
7008,5962800000,1515400
7009,5963700000,1515500
7010,5964600000,1515500
7011,5965400000,1515600
7012,5966300000,1515700
7013,5967100000,1515700
7014,5968000000,1515800
7015,5968800000,1515900
7016,5969700000,1516000
7017,5970500000,1516000
7018,5971400000,1516100
7019,5972200000,1516200
7020,5973100000,1516200
7021,5973900000,1516300
7022,5974800000,1516400
7023,5975600000,1516500
7024,5976500000,1516500
7025,5977300000,1516600
7026,5978200000,1516700
7027,5979000000,1516700
7028,5979900000,1516800
7029,5980700000,1516900
7030,5981600000,1516900
7031,5982500000,1517000
7032,5983300000,1517100
7033,5984200000,1517200
7034,5985000000,1517200
7035,5985900000,1517300
7036,5986700000,1517400
7037,5987600000,1517400
7038,5988400000,1517500
7039,5989300000,1517600
7040,5990100000,1517700
7041,5991000000,1517700
7042,5991800000,1517800
7043,5992700000,1517900
7044,5993500000,1517900
7045,5994400000,1518000
7046,5995200000,1518100
7047,5996100000,1518200
7048,5996900000,1518200
7049,5997800000,1518300
7050,5998600000,1518400
7051,5999500000,1518400
7052,6000400000,1518500
7053,6001200000,1518600
7054,6002100000,1518700
7055,6002900000,1518700
7056,6003800000,1518800
7057,6004600000,1518900
7058,6005500000,1518900
7059,6006300000,1519000
7060,6007200000,1519100
7061,6008000000,1519200
7062,6008900000,1519200
7063,6009700000,1519300
7064,6010600000,1519400
7065,6011400000,1519400
7066,6012300000,1519500
7067,6013100000,1519600
7068,6014000000,1519700
7069,6014800000,1519700
7070,6015700000,1519800
7071,6016500000,1519900
7072,6017400000,1519900
7073,6018300000,1520000
7074,6019100000,1520100
7075,6020000000,1520200
7076,6020800000,1520200
7077,6021700000,1520300
7078,6022500000,1520400
7079,6023400000,1520400
7080,6024200000,1520500
7081,6025100000,1520600
7082,6025900000,1520700
7083,6026800000,1520700
7084,6027600000,1520800
7085,6028500000,1520900
7086,6029300000,1520900
7087,6030200000,1521000
7088,6031000000,1521100
7089,6031900000,1521100
7090,6032700000,1521200
7091,6033600000,1521300
7092,6034500000,1521400
7093,6035300000,1521400
7094,6036200000,1521500
7095,6037000000,1521600
7096,6037900000,1521600
7097,6038700000,1521700
7098,6039600000,1521800
7099,6040400000,1521900
7100,6041300000,1521900
7101,6042100000,1522000
7102,6043000000,1522100
7103,6043800000,1522100
7104,6044700000,1522200
7105,6045500000,1522300
7106,6046400000,1522400
7107,6047200000,1522400
7108,6048100000,1522500
7109,6048900000,1522600
7110,6049800000,1522600
7111,6050600000,1522700
7112,6051500000,1522800
7113,6052400000,1522900
7114,6053200000,1522900
7115,6054100000,1523000
7116,6054900000,1523100
7117,6055800000,1523100
7118,6056600000,1523200
7119,6057500000,1523300
7120,6058300000,1523400
7121,6059200000,1523400
7122,6060000000,1523500
7123,6060900000,1523600
7124,6061700000,1523600
7125,6062600000,1523700
7126,6063400000,1523800
7127,6064300000,1523900
7128,6065100000,1523900
7129,6066000000,1524000
7130,6066800000,1524100
7131,6067700000,1524100
7132,6068500000,1524200
7133,6069400000,1524300
7134,6070300000,1524400
7135,6071100000,1524400
7136,6072000000,1524500
7137,6072800000,1524600
7138,6073700000,1524600
7139,6074500000,1524700
7140,6075400000,1524800
7141,6076200000,1524900
7142,6077100000,1524900
7143,6077900000,1525000
7144,6078800000,1525100
7145,6079600000,1525100
7146,6080500000,1525200
7147,6081300000,1525300
7148,6082200000,1525300
7149,6083000000,1525400
7150,6083900000,1525500
7151,6084700000,1525600
7152,6085600000,1525600
7153,6086400000,1525700
7154,6087300000,1525800
7155,6088200000,1525800
7156,6089000000,1525900
7157,6089900000,1526000
7158,6090700000,1526100
7159,6091600000,1526100
7160,6092400000,1526200
7161,6093300000,1526300
7162,6094100000,1526300
7163,6095000000,1526400
7164,6095800000,1526500
7165,6096700000,1526600
7166,6097500000,1526600
7167,6098400000,1526700
7168,6099200000,1526800
7169,6100100000,1526800
7170,6100900000,1526900
7171,6101800000,1527000
7172,6102600000,1527100
7173,6103500000,1527100
7174,6104300000,1527200
7175,6105200000,1527300
7176,6106100000,1527300
7177,6106900000,1527400
7178,6107800000,1527500
7179,6108600000,1527600
7180,6109500000,1527600
7181,6110300000,1527700
7182,6111200000,1527800
7183,6112000000,1527800
7184,6112900000,1527900
7185,6113700000,1528000
7186,6114600000,1528100
7187,6115400000,1528100
7188,6116300000,1528200
7189,6117100000,1528300
7190,6118000000,1528300
7191,6118800000,1528400
7192,6119700000,1528500
7193,6120500000,1528600
7194,6121400000,1528600
7195,6122200000,1528700
7196,6123100000,1528800
7197,6124000000,1528800
7198,6124800000,1528900
7199,6125700000,1529000
7200,6126500000,1529100
7201,6127400000,1529100
7202,6128200000,1529200
7203,6129100000,1529300
7204,6129900000,1529300
7205,6130800000,1529400
7206,6131600000,1529500
7207,6132500000,1529500
7208,6133300000,1529600
7209,6134200000,1529700
7210,6135000000,1529800
7211,6135900000,1529800
7212,6136700000,1529900
7213,6137600000,1530000
7214,6138400000,1530000
7215,6139300000,1530100
7216,6140100000,1530200
7217,6141000000,1530300
7218,6141900000,1530300
7219,6142700000,1530400
7220,6143600000,1530500
7221,6144400000,1530500
7222,6145300000,1530600
7223,6146100000,1530700
7224,6147000000,1530800
7225,6147800000,1530800
7226,6148700000,1530900
7227,6149500000,1531000
7228,6150400000,1531000
7229,6151200000,1531100
7230,6152100000,1531200
7231,6152900000,1531300
7232,6153800000,1531300
7233,6154600000,1531400
7234,6155500000,1531500
7235,6156300000,1531500
7236,6157200000,1531600
7237,6158000000,1531700
7238,6158900000,1531800
7239,6159800000,1531800
7240,6160600000,1531900
7241,6161500000,1532000
7242,6162300000,1532000
7243,6163200000,1532100
7244,6164000000,1532200
7245,6164900000,1532300
7246,6165700000,1532300
7247,6166600000,1532400
7248,6167400000,1532500
7249,6168300000,1532500
7250,6169100000,1532600
7251,6170000000,1532700
7252,6170800000,1532800
7253,6171700000,1532800
7254,6172500000,1532900
7255,6173400000,1533000
7256,6174200000,1533000
7257,6175100000,1533100
7258,6176000000,1533200
7259,6176800000,1533300
7260,6177700000,1533300
7261,6178500000,1533400
7262,6179400000,1533500
7263,6180200000,1533500
7264,6181100000,1533600
7265,6181900000,1533700
7266,6182800000,1533700
7267,6183600000,1533800
7268,6184500000,1533900
7269,6185300000,1534000
7270,6186200000,1534000
